transaction_id,customer_id,amount
221,28,843.79
222,10,2319.2
223,78,776.77
224,50,201.9
225,64,1846.3
226,61,1794.04
227,19,1875.83
228,62,2242.85
229,79,1916.26
230,56,2405.37
231,26,1248.49
232,57,1010.24
233,16,548.09
234,77,2070.44
235,6,2456.23
236,33,2347.77
237,74,1217.63
238,35,1454.99
239,38,1137.54
240,32,896.1
241,87,834.56
242,88,1129.8
243,80,1892.86
244,52,506.31
245,29,2124.37
246,37,1357.93
247,90,2203.58
248,72,1899.5
249,76,742.55
250,57,1859.67
251,32,777.87
252,82,2486.08
253,87,2152.47
254,54,1873.32
255,78,788.1
256,44,1641.1
257,70,792.97
258,65,783.59
259,39,2313.18
260,24,867.7
261,65,377.31
262,24,1973.76
263,46,1846.3
264,22,461.46
265,49,2231.21
266,93,1232.43
267,21,118.27
268,71,1057.21
269,15,626.38
270,61,953.47
271,36,2409.07
272,87,817.94
273,12,796.21
274,28,822.23
275,41,1581.71
276,78,1362.94
277,59,1392.89
278,83,211.42
279,58,1551.47
280,44,1868.55
281,55,1254.05
282,14,1651.7
283,89,729.06
284,49,2067.36
285,4,709.55
286,18,2466.14
287,96,951.28
288,30,394.71
289,30,1187.86
290,53,2252.28
291,72,52.1
292,68,668.09
293,45,1173.82
294,37,2481.85
295,46,119.55
296,13,314.49
297,66,478.26
298,16,1952.98
299,21,1529.16
300,66,2325.46
301,76,2167.4
302,6,2271.45
303,89,1798.62
304,32,1489.16
305,15,990.6
306,11,1817.72
307,99,1643.83
308,52,115.18
309,64,442.36
310,5,452.03
311,16,1520.05
312,17,586.43
313,84,2218.64
314,49,331.03
315,77,837.32
316,79,355.64
317,61,2088.65
318,70,996.29
319,15,1854.04
320,73,649.29
321,43,1088.5
322,26,1528.2
323,3,842.83
324,3,937.08
325,24,2276.61
326,51,2341.72
327,57,476.76
328,8,2242.21
329,3,320.52
330,38,904.43
331,53,728.24
332,39,1497.4
333,72,1261.06
334,42,1242.42
335,36,1572.41
336,54,747.87
337,65,912.09
338,2,1383.0
339,49,1725.53
340,45,558.66
341,80,1916.07
342,8,1840.23
343,66,926.42
344,43,1557.1
345,62,889.98
346,30,1021.97
347,66,1368.93
348,29,232.22
349,67,1525.83
350,65,1257.62
351,18,1782.93
352,82,719.65
353,9,2297.3
354,41,432.12
355,49,681.47
356,24,708.27
357,96,917.47
358,94,1156.19
359,33,2266.17
360,38,301.63
361,56,1616.16
362,64,538.44
363,29,1921.34
364,82,2435.68
365,25,2495.23
366,88,2190.77
367,23,516.15
368,83,1360.85
369,60,651.56
370,48,2368.33
371,51,7.89
372,55,900.39
373,43,1405.8
374,4,1238.69
375,98,1607.6
376,95,2466.93
377,54,1245.95
378,100,769.54
379,2,2164.08
380,55,551.33
381,47,234.72
382,52,141.17
383,36,995.19
384,28,2358.36
385,75,1650.52
386,52,1630.31
387,3,99.16
388,20,1076.04
389,58,2300.86
390,56,2283.57
391,84,1521.4
392,28,103.74
393,38,275.84
394,32,812.52
395,60,1431.88
396,95,1277.8
397,15,2376.03
398,86,1992.37
399,28,2073.06
400,34,117.04
401,100,882.21
402,49,2275.16
403,94,326.72
404,54,1067.97
405,1,1405.22
406,72,2482.37
407,32,348.03
408,33,1077.98
409,72,1892.87
410,6,2145.88
411,40,625.31
412,40,1792.4
413,22,110.42
414,15,928.43
415,18,1301.49
416,65,819.91
417,25,147.75
418,11,143.52
419,38,1502.53
420,51,1384.45
421,6,1408.46
422,96,1791.57
423,39,1435.47
424,81,1003.05
425,89,1575.07
426,56,1346.92
427,40,169.66
428,9,2327.05
429,90,674.9
430,66,2295.83
431,46,995.06
432,33,208.48
433,49,1133.39
434,67,604.34
435,9,1680.99
436,10,1126.59
437,88,1820.49
438,64,707.07
439,99,1312.3
440,15,1441.65
441,89,740.15
442,28,847.34
443,16,1169.33
444,87,1712.31
445,12,2486.41
446,34,531.91
447,20,1400.55
448,85,1252.33
449,75,1905.38
450,71,827.15
451,96,2428.95
452,60,894.42
453,69,1170.16
454,69,1367.59
455,30,1532.54
456,82,1341.23
457,29,1166.93
458,73,1230.01
459,29,1624.67
460,87,1753.8
461,10,1837.56
462,33,2351.13
463,39,1980.07
464,86,693.63
465,3,1026.48
466,90,1771.74
467,35,2045.88
468,37,1986.03
469,83,2018.93
470,55,577.03
471,84,172.38
472,29,2069.02
473,9,2418.74
474,54,780.03
475,78,1431.75
476,47,1965.7
477,45,2251.31
478,10,1526.54
479,49,1805.53
480,93,2464.08
481,76,1437.37
482,68,686.48
483,71,987.76
484,97,1676.52
485,3,1013.59
486,84,663.21
487,54,1860.95
488,42,289.3
489,96,2348.35
490,34,1284.38
491,73,1117.29
492,92,78.92
493,24,1604.73
494,6,873.75
495,31,242.84
496,28,221.59
497,65,1202.45
498,67,929.01
499,68,1359.34
500,49,918.81
501,75,1077.57
502,67,363.3
503,30,327.48
504,64,202.51
505,67,748.14
506,4,1989.04
507,28,257.86
508,87,1140.88
509,68,561.74
510,49,1332.92
511,91,988.56
512,42,817.38
513,86,1098.44
514,55,1458.75
515,35,1568.65
516,36,2492.54
517,34,2308.03
518,4,1572.87
519,36,1373.4
520,33,377.41
521,34,2489.14
522,58,1852.76
523,9,644.6
524,27,2446.71
525,67,1635.69
526,21,603.57
527,72,697.27
528,52,965.52
529,50,1962.86
530,28,1892.9
531,19,20.8
532,8,796.52
533,39,1458.51
534,44,145.02
535,61,1520.2
536,100,2466.3
537,62,130.05
538,71,1469.11
539,10,1791.43
540,88,1340.78
541,4,837.7
542,71,1883.42
543,49,1359.98
544,37,224.09
545,72,1942.7
546,93,537.48
547,65,232.17
548,100,1699.35
549,1,874.35
550,46,2105.68
551,80,1682.39
552,54,2242.2
553,15,1332.55
554,4,1656.86
555,44,714.77
556,57,378.52
557,29,2383.78
558,36,1037.33
559,28,1870.4
560,96,258.67
561,83,255.75
562,24,1328.06
563,99,258.41
564,77,1960.82
565,83,531.09
566,100,1172.33
567,15,841.63
568,70,1554.31
569,81,2005.94
570,50,250.73
571,80,624.33
572,47,1731.72
573,84,1932.82
574,8,794.32
575,78,146.07
576,36,1756.33
577,59,2044.15
578,46,2163.16
579,26,1640.4
580,1,2375.24
581,33,1183.2
582,61,1473.82
583,63,390.22
584,34,2369.79
585,2,2061.57
586,35,1980.7
587,23,79.24
588,84,1456.04
589,3,885.9
590,99,454.08
591,92,1603.7
592,54,401.79
593,29,1664.41
594,75,1975.07
595,52,1893.43
596,71,494.59
597,69,1519.49
598,92,1220.99
599,46,955.77
600,53,1166.63
601,27,120.09
602,28,386.23
603,49,592.12
604,83,2366.41
605,22,2058.21
606,71,48.52
607,13,1663.6
608,3,2228.89
609,99,88.76
610,39,2313.11
611,26,319.01
612,24,687.71
613,92,1240.88
614,80,294.98
615,85,1082.62
616,12,2301.96
617,11,2379.31
618,97,2314.04
619,80,753.91
620,20,242.54
621,21,1901.57
622,11,2335.37
623,21,813.72
624,45,552.2
625,68,1466.3
626,65,1957.69
627,74,1416.46
628,5,2288.94
629,32,1150.53
630,3,1578.6
631,100,883.58
632,1,859.15
633,72,1010.95
634,5,1037.26
635,78,1712.83
636,27,1000.72
637,81,128.64
638,96,1756.69
639,11,1264.39
640,84,190.27
641,87,2498.31
642,10,1519.49
643,61,906.26
644,22,396.95
645,91,2473.15
646,34,2244.6
647,99,1180.99
648,36,1939.17
649,74,659.21
650,97,2038.05
651,59,1601.19
652,72,505.7
653,40,1489.26
654,72,343.73
655,21,1065.41
656,34,1740.86
657,66,755.77
658,94,1532.99
659,7,110.74
660,93,2230.55
661,26,1477.35
662,62,2420.55
663,100,1570.17
664,82,1548.86
665,89,398.05
666,96,267.11
667,74,2142.89
668,98,81.95
669,15,406.86
670,53,1723.67
671,60,877.57
672,57,1004.98
673,83,434.34
674,61,146.87
675,12,239.74
676,49,130.15
677,37,52.34
678,63,2057.26
679,98,1901.08
680,59,619.61
681,81,282.29
682,21,1806.21
683,46,2185.39
684,72,1793.84
685,70,1872.23
686,57,2269.14
687,76,384.86
688,23,1873.97
689,64,77.02
690,71,2499.98
691,37,859.34
692,46,1667.28
693,64,466.9
694,91,1855.25
695,29,2460.83
696,18,1259.85
697,89,1830.09
698,51,137.4
699,52,1280.99
700,94,1403.53
701,73,1213.36
702,51,1968.51
703,36,2003.09
704,22,1172.68
705,85,426.28
706,33,251.63
707,39,1531.15
708,81,1776.67
709,94,1610.32
710,36,2333.65
711,25,457.54
712,94,327.99
713,65,2154.21
714,89,1465.55
715,89,1956.31
716,94,965.01
717,50,577.78
718,1,872.5
719,32,733.63
720,41,435.56
721,13,2073.37
722,85,200.97
723,40,1668.73
724,13,118.51
725,95,1095.35
726,15,1287.72
727,47,73.05
728,27,1504.15
729,98,1261.18
730,77,977.67
731,69,2492.31
732,81,206.66
733,6,597.92
734,99,136.89
735,3,1941.75
736,34,520.95
737,53,902.7
738,69,1888.11
739,3,1371.6
740,24,1953.16
741,73,656.45
742,3,697.78
743,7,727.05
744,18,1542.07
745,56,640.3
746,56,469.77
747,76,956.76
748,32,2072.41
749,14,2022.21
750,88,2000.87
751,66,535.75
752,69,315.73
753,35,2063.18
754,27,1385.58
755,32,407.48
756,94,2062.36
757,76,271.15
758,84,1217.59
759,91,2133.7
760,6,918.89
761,8,40.8
762,68,488.61
763,97,1072.4
764,46,1496.54
765,47,2113.42
766,5,320.63
767,75,949.24
768,3,1744.09
769,31,2044.54
770,43,636.12
771,43,1901.48
772,95,155.26
773,74,2089.27
774,4,1192.01
775,15,963.19
776,72,644.5
777,27,1470.44
778,66,52.59
779,36,1095.05
780,55,2363.71
781,34,2202.3
782,18,1629.07
783,13,1905.65
784,20,2077.77
785,44,943.24
786,3,963.43
787,7,1645.65
788,49,1590.46
789,65,2159.59
790,47,796.96
791,97,684.48
792,33,2001.32
793,84,150.14
794,56,372.45
795,37,1823.64
796,44,298.8
797,49,2223.49
798,95,1566.06
799,86,399.94
800,98,1597.79
801,52,2010.95
802,66,2472.49
803,2,250.87
804,11,519.14
805,22,1521.46
806,55,1642.09
807,62,2083.21
808,51,2302.87
809,57,839.16
810,18,2312.84
811,26,992.27
812,78,1382.4
813,19,1946.88
814,53,1480.26
815,75,800.52
816,94,374.89
817,48,1976.77
818,87,153.31
819,98,2396.51
820,97,2409.73
821,50,738.13
822,73,1574.59
823,23,199.6
824,93,2107.9
825,15,656.4
826,52,2236.79
827,21,2476.53
828,51,1147.44
829,27,507.46
830,8,1374.35
831,98,95.98
832,68,443.52
833,11,443.61
834,23,409.71
835,80,898.44
836,97,1469.07
837,73,479.54
838,16,2048.82
839,90,1641.29
840,23,776.37
841,40,2303.23
842,23,689.52
843,5,159.19
844,72,2103.18
845,18,610.49
846,71,774.38
847,41,1972.07
848,14,1082.07
849,76,360.8
850,13,755.95
851,83,1213.91
852,86,249.61
853,1,1410.9
854,62,26.71
855,83,473.04
856,24,262.19
857,95,2428.48
858,92,809.21
859,22,1688.52
860,87,1636.48
861,3,1185.18
862,49,775.17
863,50,32.69
864,53,1338.75
865,5,1929.31
866,71,1268.78
867,28,1958.38
868,5,2442.93
869,30,859.25
870,21,929.98
871,8,478.88
872,51,1190.87
873,82,2388.97
874,94,559.63
875,75,853.84
876,46,1717.6
877,53,1325.24
878,25,221.5
879,39,1789.68
880,99,1274.06
881,78,608.28
882,3,886.5
883,75,1895.23
884,39,1114.19
885,34,385.53
886,28,1145.58
887,10,828.0
888,49,2093.19
889,37,2438.24
890,75,2443.46
891,46,383.54
892,26,978.57
893,46,356.38
894,54,1449.82
895,69,49.61
896,88,2386.12
897,15,1300.72
898,81,469.31
899,29,535.03
900,9,816.96
901,73,2165.47
902,82,2262.02
903,31,111.78
904,16,2028.6
905,5,1715.35
906,35,2084.81
907,12,1097.18
908,100,1368.22
909,48,1638.6
910,10,592.84
911,32,1189.38
912,39,418.98
913,66,373.12
914,13,282.82
915,74,2278.31
916,71,2458.81
917,11,258.09
918,43,1167.16
919,2,1047.25
920,86,69.94
921,8,221.17
922,58,1732.68
923,41,1797.63
924,67,2204.59
925,76,1853.76
926,35,1483.43
927,68,1862.22
928,44,1121.38
929,66,614.73
930,22,2073.99
931,59,2080.85
932,78,1473.73
933,94,294.29
934,16,152.12
935,12,1423.46
936,88,117.63
937,37,2492.69
938,90,1850.35
939,53,538.79
940,93,2257.15
941,21,2326.81
942,73,1654.36
943,20,651.23
944,4,99.34
945,69,450.47
946,28,2177.08
947,66,1635.31
948,66,1915.08
949,97,707.76
950,69,2140.28
951,38,2308.51
952,68,851.21
953,52,469.6
954,90,259.44
955,21,569.53
956,42,1561.02
957,90,100.51
958,26,2414.35
959,52,2381.33
960,97,2443.74
961,87,218.31
962,87,291.43
963,75,780.63
964,69,512.03
965,26,434.0
966,45,701.27
967,88,2165.72
968,16,1442.7
969,42,337.34
970,67,598.56
971,2,949.79
972,45,549.64
973,58,241.51
974,51,528.68
975,89,332.72
976,8,1461.95
977,37,1959.6
978,25,2357.49
979,27,893.72
980,83,931.79
981,56,1547.49
982,83,1575.19
983,90,2041.61
984,76,896.52
985,75,207.28
986,55,1346.12
987,90,591.55
988,77,1901.03
989,83,864.62
990,65,318.99
991,27,604.04
992,55,2363.27
993,56,1576.87
994,58,1066.58
995,89,1299.42
996,87,2288.71
997,90,2354.37
998,49,1054.47
999,40,1756.54
1000,21,1136.34
